rot	tilt	psi
-159.083	70.4978	165.3797
-20.0223	37.6312	75.2132
-169.0447	19.6062	40.3632
16.6235	108.6176	-4.2567
9.3891	104.9789	172.0036
82.3639	23.986	-11.9782
45.5758	172.1961	19.5401
146.1718	30.6129	-139.8035
-143.0564	65.8556	131.6261
143.0828	69.3237	-10.7306
25.6849	70.146	-28.2641
29.89	92.601	-12.5363
-131.1869	119.1894	-152.4317
-164.7464	50.12	115.5823
-151.5438	59.7355	104.2708
-80.8613	53.5773	18.2178
-142.1252	31.9079	101.528
-140.2896	28.4109	-126.8444
0.9311	123.1793	73.609
123.1756	27.0207	-104.0342
-118.5258	29.2741	-95.5141
23.3776	82.9303	-47.9614
-129.369	48.8647	-24.2754
-10.7822	74.2774	-133.3634
-112.5873	81.0177	-65.691
102.6467	108.9902	-20.4177
38.8884	138.3774	89.0542
38.7313	136.542	-91.4914
124.8534	45.2746	136.9014
2.3248	113.8335	-6.4009
-116.1582	62.4598	-155.1653
81.2783	41.2512	122.0546
-56.7164	112.9864	-7.5586
14.5826	126.6828	112.8603
-143.589	96.1012	139.0785
-143.4995	97.1848	-37.0262
-13.7644	105.3502	-14.9261
43.6246	114.966	-94.9568
-91.4243	122.0553	80.8589
-94.095	122.7526	-102.3144
103.1594	105.591	-32.3764
103.0617	101.8848	146.6823
46.2148	148.8482	-158.0186
42.8918	147.4881	16.5806
170.0358	13.1328	-125.1011
102.3985	117.6358	-13.988
131.324	89.256	-91.1228
-73.4979	90.6529	28.8349
-24.2033	102.0776	54.1079
25.3397	66.1582	12.9912
178.1847	132.0902	-129.0247
67.4375	43.5309	178.4168
-62.3052	61.3083	165.6697
-164.266	76.0479	-68.9204
-156.9689	70.8522	113.2177
40.8142	5.5394	84.134
2.7246	86.4901	-173.8669
87.9412	78.758	-135.7439
118.7191	34.1133	174.2035
76.6267	110.3012	-130.3328
-100.0929	25.5672	-45.5054
-100.0929	25.5672	-45.5054
54.6805	78.132	153.1406
47.0903	82.0704	-23.3854
-173.4577	119.4875	-22.4763
9.9992	110.5911	-25.6503
-106.3007	53.5647	-153.5521
-134.1605	79.047	-67.671
-86.2633	89.5701	-69.5046
-88.0403	92.9034	164.0794
-151.8121	40.1341	-93.7648
-121.7584	40.4049	-18.9334
-76.822	137.8286	-28.9344
-72.1983	136.6761	152.3325
-165.6955	86.4875	109.0412
-169.6282	94.6159	-58.2946
-116.3391	125.0296	-107.1502
-0.9813	34.6486	82.028
-84.0401	118.4672	135.2389
-100.5398	106.676	-20.3238
-12.5109	89.6747	157.5999
148.0337	134.7548	-7.3954
17.9993	69.9616	87.5884
87.0598	96.6683	-11.1503
-170.6726	51.9076	-60.6737
-26.1811	106.9129	-5.4902
-40.2536	172.1692	85.7799
-170.2447	18.2464	109.7919
126.9265	163.9336	-91.5584
106.0745	100.949	57.0662
58.338	97.3096	133.918
-165.6616	102.162	102.6439
-61.6782	129.7437	-112.2265
116.2145	157.9059	3.7241
-176.1358	31.9578	-61.5632
-68.9864	88.7642	-39.4788
75.5244	110.2899	119.5944
48.1275	142.8848	-92.1472
51.3016	143.9322	91.8081
-100.127	21.7843	76.7032
-101.4397	20.4544	-100.959
153.3809	46.5927	159.6461
156.2028	47.0837	158.6351
46.3744	95.071	-50.7621
-169.2313	41.7431	-92.3708
-129.8728	90.5331	-47.9812
43.7106	44.872	-51.1289
-151.694	120.2519	26.483
101.1038	86.3981	110.5855
-145.0305	132.0193	99.3428
-77.5584	146.6557	-140.3516
91.647	47.7449	146.6934
-57.2642	104.8931	58.935
-126.2244	55.1781	-47.5925
58.9274	69.7963	-76.1254
6.457	90.3782	166.9151
85.0461	91.9039	130.306
79.8222	83.6871	-45.6235
-67.3165	59.5008	-82.2397
-163.2377	25.1587	-11.986
-72.6609	97.6121	-94.4697
-109.3632	145.7126	-111.435
-106.2864	164.7309	65.6364
146.795	80.5077	-59.7589
-95.6301	129.034	-12.0286
-8.2333	0.4207	-70.6744
74.2276	4.9056	24.0681
169.9352	27.5157	102.6197
-139.9457	54.1302	94.276
130.0709	83.3762	-108.0175
144.9506	64.7169	34.9316
-139.0425	19.0588	125.4578
31.7411	53.5684	57.4701
29.6138	53.8134	-123.5358
96.8777	13.3567	-87.8019
36.8462	117.3118	-76.737
44.0899	134.6302	-163.2384
-178.858	11.294	-38.2232
-37.3132	105.1003	-76.5817
106.7553	83.4124	26.6228
-176.0055	15.1979	95.1405
174.1592	15.5921	-75.3754
-141.3609	150.2241	-151.481
-146.5255	147.0795	-2.3233
-146.3486	144.4447	-179.3637
97.7527	128.5039	150.4289
53.8031	96.7038	-143.0476
-107.7419	90.6013	157.9008
-3.4049	93.3085	-10.6874
36.8009	139.439	82.5345
-146.5568	112.2105	112.0658
23.0408	80.976	178.6041
-87.3251	31.6468	52.1318
62.792	122.6876	-167.9588
65.198	123.7948	11.1139
-131.3454	58.239	7.9242
151.0908	42.1359	30.8266
-166.8127	67.2235	-78.917
-52.9507	103.7584	154.3681
52.6376	68.7236	-124.2846
-118.3053	149.8434	44.5493
-127.2644	150.9416	-141.3489
93.9799	38.1602	-103.7979
-87.6928	123.5557	-25.7798
-90.3056	117.7634	154.1002
86.1907	52.0758	71.3717
85.9387	114.7986	63.3172
-160.0655	71.6499	-139.6634
-93.3338	93.6786	-118.5779
55.1481	115.966	-119.7821
111.2281	70.7013	40.2334
-150.6937	97.2882	126.8813
-173.255	122.1835	-139.5526
-2.5773	119.2738	-95.6626
6.0369	135.0798	-95.7316
4.1887	113.8529	-0.0209
-51.8497	53.8582	-30.6862
81.1514	73.9825	32.2754
-100.8273	38.2183	-160.8738
-128.5425	38.4176	103.0616
179.6195	38.8023	-116.44
75.2803	101.3376	0.9435
26.6018	25.4824	-18.66
102.117	153.7904	-150.1421
109.3179	163.4528	35.8371
-118.5499	40.1525	-132.6057
-173.4771	33.2659	94.0842
173.8286	114.2024	29.2571
105.1648	33.6015	-156.2627
-174.6196	43.4493	148.0223
-45.5552	94.2984	-1.2999
-83.9496	77.986	117.9883
-130.498	50.2331	-141.2027
-123.4642	58.6024	87.4996
-91.2212	112.8456	-92.8065
-98.8522	18.8492	-127.7265
-165.2941	19.1248	25.6073
179.1246	15.9851	-138.7797
113.5899	135.8335	117.1764
94.3187	126.75	22.3694
-6.7987	49.9679	145.0412
-55.2866	22.0166	-104.3815
38.4359	102.8825	-64.8723
71.7128	71.6323	-179.4336
71.6769	74.2695	0.577
-95.4834	127.1697	-100.7589
80.1436	148.5124	-60.8549
-11.9043	108.4202	122.3027
-46.4025	42.7175	14.5616
-31.3115	40.5083	-174.2709
79.635	84.084	118.8524
78.0822	79.7704	-83.4247
139.0022	31.7683	-25.2794
-132.6637	31.9452	-85.4839
-169.7718	65.8315	-170.4876
-59.8997	52.0058	173.2054
-62.0391	54.8691	-7.135
130.8492	50.8125	-20.9136
137.1984	44.6046	162.4275
-151.9056	63.6874	-155.182
-72.4268	50.7912	103.2315
-81.1363	46.9142	-72.4355
85.6182	37.8719	128.4077
169.483	128.0486	-92.5242
94.0642	103.0369	47.863
-161.9513	22.5997	-13.869
-152.5763	19.6634	157.3811
-92.4943	68.4751	157.4658
60.4282	94.6611	-43.3638
-138.5568	7.8603	20.4528
163.2294	150.6151	46.7631
-22.4887	126.1045	-40.9034
-20.3477	124.1321	140.3285
-81.7688	32.4501	132.9293
-147.1409	13.1996	44.2767
-154.2555	17.3224	-130.141
169.7939	124.9482	175.4904
-155.7401	66.2783	-102.0188
-145.9924	155.8555	-140.5363
72.7162	62.8451	-42.7473
34.0861	95.2866	31.4401
-161.9713	78.3596	-6.3407
108.1158	54.5631	106.0573
-77.009	81.8705	0.9212
107.995	47.0023	40.3531
-90.6325	103.1663	-127.0823
-118.4422	179.529	-156.8485
11.4982	175.8381	151.0351
-144.9454	87.2385	81.3531
-66.9924	63.81	-101.4153
-114.1172	18.1164	-25.7794
144.8182	71.8237	-117.0261
1.7675	38.8588	69.3564
-4.0617	40.3913	-106.4778
5.974	131.6737	0.7221
53.1925	46.2489	-148.1055
101.7897	118.5105	72.1388
97.1953	105.6157	-71.8434
-64.955	84.9762	44.1652
1.5512	105.3203	-98.8533
46.83	81.5688	-113.4938
-16.3139	88.4354	38.2108
-133.77	42.2543	123.3784
168.4341	77.3903	50.9552
166.3604	75.6905	-128.562
151.6141	74.1507	145.8886
81.7831	89.721	-127.2825
159.4385	43.7783	76.4633
144.603	45.3625	-128.3218
-87.2476	74.7588	67.2845
-123.4927	153.3445	66.2562
-24.7966	57.4684	-68.5602
90.1451	136.6253	-10.7558
93.1883	134.0224	167.5405
-33.0109	94.5012	-39.1922
-33.8575	92.9563	140.7528
19.6588	126.231	-88.202
-29.9616	118.0082	-83.4247
117.9193	148.5533	168.563
73.496	66.8723	-54.174
82.0827	150.9587	167.416
129.4825	118.6854	-3.7285
86.6378	144.1706	-86.0774
75.0604	109.8188	-89.5876
101.5502	48.7321	-33.9438
-170.6098	50.9591	60.5123
6.0867	82.6471	41.1562
-58.5071	30.8224	91.2223
69.6227	119.1094	-132.3633
77.6331	165.9729	38.8102
129.659	134.0356	42.2007
-159.0455	122.9695	-79.0654
-162.519	122.7336	101.7134
84.5601	82.5528	27.8421
-137.0165	129.698	168.9158
177.442	69.7014	7.6888
176.0599	70.0029	-173.4177
-153.5009	105.8227	-105.0657
90.8406	47.12	9.6619
78.1271	54.1793	66.6761
75.1298	53.1166	-111.5468
28.0147	131.6657	-25.5386
14.3896	109.4448	104.7953
145.5576	92.9892	109.3447
-169.5374	27.0203	120.7751
126.2719	33.8382	-63.7895
57.6804	132.1727	161.6813
65.3341	135.3932	-14.6046
-130.2603	126.1517	-16.7216
-82.1189	2.5076	44.9615
-41.2615	141.5196	143.9851
126.2442	36.8825	-80.4722
-2.1826	110.9012	-45.6611
-21.7947	94.7801	87.5954
172.8811	86.2832	-176.4864
48.8226	75.7816	80.7596
-34.6185	88.3936	-135.558
-170.5754	99.9893	143.4387
-172.2311	102.0667	-36.8781
-140.217	22.2583	-159.5905
-57.3874	95.7077	118.1469
-173.2071	112.4826	125.0268
-172.6422	112.2564	-55.6961
58.0709	103.1136	-37.8153
-70.869	161.3608	76.2468
-160.0232	26.3357	91.7261
20.8762	70.69	103.0762
23.4408	83.125	-87.3473
90.1243	42.976	-94.9585
97.5308	40.7564	74.9094
167.9337	22.1414	69.1344
-137.1114	63.2688	-98.6275
-138.1918	65.3903	80.6303
9.4763	51.7994	-18.3636
0.4806	50.2515	177.2869
-139.0574	51.5345	-78.452
31.3082	148.3599	-15.3093
-166.9277	52.8939	141.0064
70.4154	131.3776	-90.6437
73.9311	131.4144	91.6816
174.7317	60.7155	-127.3638
-121.0828	76.1398	-44.5388
4.746	64.9221	-131.3606
94.2135	63.0231	-22.1344
-26.4982	150.3117	40.3556
63.2066	104.7065	138.9948
-164.841	51.8827	4.8815
-143.4985	29.9329	159.5976
-139.0869	36.3214	-26.2497
-12.4112	59.9977	-138.3975
-107.246	102.9205	-139.6178
9.1585	100.2419	-62.0607
141.56	61.3704	-142.8191
33.2171	117.631	-48.9856
-110.4194	130.157	59.6832
-23.308	87.1682	92.8178
166.0158	5.4225	146.4282
12.6716	89.7182	-14.6565
12.6786	88.2967	163.9371
-153.4782	87.0895	-17.3937
-49.9016	29.8445	-36.9291
178.4039	125.5684	114.1087
10.3417	45.8419	-117.9756
-67.5876	55.7158	114.9598
-118.1223	51.7203	119.5007
-62.8966	53.3244	-166.6154
-140.4209	142.4231	78.9682
-115.4574	68.2016	-120.1162
-113.4649	67.5248	60.5836
23.4317	53.7349	167.5815
-143.0481	70.2408	18.3049
85.2405	14.5496	-27.4165
29.0282	30.6383	1.5498
32.0007	29.3831	-179.5775
25.013	58.1018	-125.0423
27.4732	59.6892	53.6865
-71.4219	84.1869	4.5248
-65.6902	117.6361	2.3659
83.5361	52.9421	166.6832
-135.718	91.3594	148.3941
-136.82	95.6683	-31.3416
167.3984	80.1888	154.7284
167.3984	80.1888	154.7284
-125.2423	159.0431	-10.9089
-83.208	72.489	-27.706
-111.4897	105.2294	33.6411
-176.8652	45.9323	-30.93
-143.7917	54.5783	130.6167
-88.1418	128.4762	-136.9117
-88.3548	129.4435	42.2711
-142.234	88.8487	-74.6259
-22.3032	28.5928	-22.2053
-57.7822	17.0742	-103.135
-44.9643	14.9925	65.3999
174.4044	56.1436	7.911
-152.4651	61.4933	-7.1596
-149.4044	60.0173	165.719
161.3695	2.1299	78.0022
87.9012	44.8129	5.5278
-141.0616	118.8636	98.2036
-15.7086	62.124	92.6281
26.0222	64.0461	-22.7747
-77.9497	77.2512	148.2056
-136.2	80.7916	-148.8776
-43.1866	74.9668	-34.1955
169.8116	76.1469	-40.2731
163.1553	22.9146	123.7179
-5.9697	58.245	24.8697
73.9791	138.7649	160.3544
35.9195	116.0095	-135.1437
53.517	114.4953	-30.7721
-167.4141	70.3856	-106.4691
111.2638	81.2315	8.7974
114.0705	78.176	-175.592
121.3421	36.1506	-105.5146
105.2453	86.4154	106.6111
-13.1746	104.1666	-165.7388
155.4538	95.1636	146.1813
144.8437	106.411	-140.7977
-85.2643	98.5648	-171.0547
-147.056	7.4226	-57.3957
-114.9443	102.2897	-148.9737
-100.041	77.6978	17.7678
38.1675	81.1349	-86.083
41.4569	78.6096	96.152
-15.7664	44.4257	-119.6871
128.0566	12.995	-71.5316
14.6684	89.9804	-76.6846
80.4845	88.6811	-45.491
9.598	70.6262	77.8183
170.0488	97.2559	-63.0317
138.4355	84.9878	-72.6014
87.2236	132.5466	-170.8657
5.075	84.0393	-130.2702
-146.4159	55.7992	96.0207
-149.585	56.0562	-82.2036
115.0587	118.9896	150.367
47.725	83.7083	21.4163
44.2602	83.9055	-159.7812
-57.8603	133.9531	-15.8545
-56.7398	131.4483	162.0923
54.7941	136.4843	3.6956
-128.4011	52.2052	22.3349
72.8908	137.2445	-40.1477
89.031	124.2023	-24.2827
-106.2401	132.155	-52.4382
-103.44	130.5612	129.4123
49.2243	109.1802	-56.4749
100.1017	31.3457	131.9151
-46.5127	128.9781	-33.1041
-167.1661	61.9163	79.5645
-160.4259	17.0066	-68.2432
-144.243	12.5393	97.0084
-140.0364	41.8244	73.0601
-96.4359	134.6732	168.5432
-137.9667	19.4839	-136.6258
88.342	10.4437	-143.4728
-151.9695	82.0776	-135.0276
-69.802	34.1608	74.8967
-34.9401	105.8818	148.0302
-128.5754	63.1872	-105.3429
-76.315	124.135	-72.252
-16.4474	95.1372	6.9754
-15.6984	88.3801	-176.3624
115.6071	115.8355	143.3717
146.8203	98.8571	104.3129
-125.1764	66.7596	61.2823
-135.8501	54.3745	-92.4048
46.0334	111.0741	-7.9459
46.4809	108.4705	172.2056
-14.8229	172.4949	67.3923
-166.2835	64.1381	36.0849
-93.4614	83.6612	-58.5472
-77.4879	108.7616	46.2609
-89.0468	135.1943	-170.5856
154.7408	78.6524	81.773
149.1402	79.1852	-96.9541
88.8736	74.5709	130.1753
86.7593	76.2354	-49.2918
120.9606	24.4678	40.5118
114.105	23.83	-134.0518
-101.5081	138.2389	-154.7315
-149.0232	162.9678	43.7118
-146.6758	41.8872	-145.5855
70.4652	27.0049	-140.0474
89.7192	47.7954	-74.9798
-111.7425	128.0027	108.3457
-112.3473	130.581	-69.2249
-156.6721	78.9907	-96.6184
-24.2947	93.1677	144.0336
98.9481	136.2876	-20.9774
98.7367	130.9353	159.6976
106.7382	58.4242	-112.6844
-176.9166	101.6555	-161.5803
139.9299	23.9208	-178.2496
139.8296	26.557	-0.9722
163.0955	35.4897	-5.3854
-49.7451	64.0779	-83.693
-57.7876	45.1146	-163.2625
58.1434	163.0253	-59.8067
-82.9612	66.3996	50.9596
-46.8121	62.4776	85.9984
-47.3994	61.9613	-94.1376
117.2541	80.3085	55.5879
140.1957	100.8744	-145.5529
13.6955	139.26	66.758
-48.898	80.6467	8.6344
-3.7423	77.8258	175.0752
-2.3864	80.8155	-4.2774
-114.2691	25.3683	-103.4853
-48.5483	14.673	39.0752
50.5989	20.5892	-4.249
-79.752	38.1144	-75.2144
128.9684	120.8912	50.9718
153.991	156.2829	-146.8653
-77.6325	109.4112	116.0807
-29.1555	80.5557	53.1394
-153.3132	134.1227	0.1372
126.3118	125.8198	85.7649
-67.5757	89.3688	-70.7083
-67.5056	88.6654	109.2904
-150.454	40.3262	166.2362
-150.3822	46.3166	-15.0675
-51.9935	45.2808	-66.323
-47.9451	42.2414	111.0835
159.4487	133.3524	96.3617
-138.8495	115.5959	53.8404
119.6891	26.46	-0.0887
-150.5177	126.096	-113.6205
-154.5527	124.7697	71.217
-152.534	90.0296	145.8629
-157.5936	144.9413	99.9001
143.3482	15.8006	-8.4634
48.4492	110.8847	116.244
154.714	66.7615	65.284
85.0949	169.5921	151.7237
140.7298	56.6878	36.5804
-104.4204	118.6544	-35.4184
-17.6609	91.6719	-93.945
-24.8057	102.4181	-49.1236
102.4302	129.8596	4.4827
-157.1002	25.3715	-113.3705
76.4202	58.2794	80.9229
-64.4342	20.4106	31.678
133.7567	56.7076	-87.9192
36.9204	143.5829	-44.488
15.1057	37.092	-166.3499
12.4971	41.5936	18.5223
-9.7472	33.7548	-89.7154
157.9985	96.4361	-128.6616
160.0397	98.1264	51.5972
-148.0811	55.3591	133.95
71.7043	42.0452	90.1685
158.0133	34.6974	164.0157
-147.3316	47.6794	-178.994
25.0503	147.1934	125.9283
-108.4226	45.7197	71.7774
151.6981	56.1959	169.7881
151.1564	58.7926	-7.1075
130.332	37.2565	-81.0183
-149.758	19.7994	-136.9045
71.0444	138.4291	15.0313
117.5798	63.6434	148.8787
-42.9485	95.746	-67.7108
-85.622	163.5012	107.8076
179.3458	123.4794	-84.5354
-177.518	123.1847	100.0014
25.499	154.4609	74.5238
-89.6328	66.4625	-171.8392
14.8021	80.523	28.8165
-179.3831	153.0827	-62.2278
-32.9281	38.0275	68.9586
-37.1208	39.2031	-107.9792
91.5799	61.9139	-75.4671
-154.7068	95.6936	-49.2342
-164.2474	107.1611	-144.6672
72.4447	105.5137	-81.6562
76.3711	104.4095	100.7648
-83.6323	136.2517	-136.3109
-83.6323	136.2517	-136.3109
136.1087	28.939	-9.6387
-80.764	115.5142	83.1695
-36.8391	27.6674	-79.0123
63.9056	132.8848	178.7733
-131.7997	109.506	126.1391
-160.3983	13.4646	86.3624
-33.3965	9.5424	-119.7874
38.465	7.498	-115.7966
-136.9569	133.8248	-72.9285
49.0838	60.3214	-130.5893
49.7882	62.571	47.8236
-173.4315	86.2796	-51.8008
-117.6944	100.1582	68.7186
-169.2759	83.0911	-15.791
-156.7402	11.7741	-33.9726
10.9927	76.2754	-152.3574
9.7687	80.6993	32.4977
-83.0681	15.2905	-106.0141
-71.0049	69.3954	-14.2924
8.7821	45.386	0.8705
30.1174	84.2562	81.8578
-179.1447	165.8409	-42.976
-172.5103	163.8499	143.4292
-69.2017	59.3753	-91.2721
28.7693	85.5543	-126.0678
57.7131	126.2428	-93.6558
113.2915	57.0259	85.3052
26.0497	64.8497	-104.1632
-56.3821	144.3476	120.714
64.1111	68.1448	141.6499
-103.1848	111.5468	-149.9131
146.3911	64.3879	-52.3457
-50.8613	91.086	-85.0185
47.6888	80.2997	-98.3595
151.7852	121.628	-171.7286
80.0472	83.5615	-11.6032
35.1973	106.9345	167.9469
37.8481	113.3437	-8.6836
72.4728	165.5064	-136.337
-16.7063	7.9165	-64.2581
-30.4095	88.3212	-9.8399
127.5558	11.738	78.1531
77.4292	81.1755	130.8762
77.6859	83.5375	-49.158
84.879	54.533	125.8194
-5.9617	94.6653	122.3433
-81.0249	32.6792	10.5029
-157.9113	96.5228	172.0786
-137.5851	47.9564	38.5566
-104.7153	41.9461	104.1077
-108.637	45.6371	-6.5973
41.665	122.4784	149.5638
-121.0924	94.3466	-8.2661
-172.2532	43.1718	-15.1723
-172.2532	43.1718	-15.1723
162.5709	51.697	146.4265
-96.6966	70.9946	165.878
-38.4744	67.3496	-69.8451
80.759	27.6562	6.6278
80.1823	25.0312	-172.8554
-123.6452	28.2822	15.6156
-114.9476	81.9581	-168.4709
-122.3922	78.5271	14.3005
116.0199	75.8959	-177.1186
165.1251	121.1969	-33.3413
165.0331	118.9645	145.6358
102.3187	43.8721	-29.4555
-51.5673	56.252	-105.707
163.8798	96.7315	-151.9295
-33.2878	128.3483	67.8892
104.6172	110.474	176.9425
-42.0986	112.6526	-82.9051
44.0058	62.7981	28.6983
-111.7811	26.195	79.7859
-13.5339	53.2397	114.4012
-21.3875	53.0523	-62.663
133.9847	100.3884	14.9965
-164.9385	88.959	-82.0829
-163.7414	82.545	93.7907
-144.1383	65.8024	161.817
-145.0857	68.2914	-17.8135
10.7667	55.3188	4.509
-56.0336	109.9991	-169.9224
-21.6547	101.5864	36.6979
142.482	44.312	179.8735
37.4818	110.9066	-74.6636
107.8323	74.4166	155.1967
133.7659	59.0006	-18.0958
122.3917	33.3081	53.8026
145.7214	87.8912	85.8404
-38.3578	70.5555	-177.0087
-147.4935	22.1324	47.8994
-141.493	120.4695	29.4379
-140.8227	117.9156	-150.5867
16.5945	114.8506	45.1015
13.8334	110.8372	-137.0462
-133.1185	104.6907	0.4893
80.4427	107.8948	-145.5627
81.9768	110.0976	34.9368
-167.3783	56.6035	140.9082
-165.8633	59.4065	-40.6764
171.5845	21.6467	-22.3108
114.4774	23.2202	26.0074
111.8781	73.2194	63.4059
-127.5734	117.589	-172.9068
-130.0518	119.8872	8.7141
-178.484	6.9448	21.3394
152.9746	5.9856	-130.6244
-15.68	57.2047	13.9314
138.5274	125.137	-27.2412
137.7471	121.9407	151.9174
56.1764	128.7521	133.4711
35.5092	91.9755	167.4058
125.5523	45.7251	162.3373
95.454	131.7237	-39.3636
-125.2166	100.1863	-20.1938
119.3746	87.7859	-160.5035
75.8788	54.8673	45.1868
105.5843	75.3736	72.5033
107.2578	69.8718	-50.4989
49.6729	84.1652	152.242
49.6729	84.1652	152.242
-157.075	66.9243	-101.5375
-151.6615	70.1743	75.0732
36.4182	141.1842	-78.9011
42.4055	140.0643	104.322
102.7369	116.71	-33.4927
141.6557	47.0229	65.3468
123.8459	42.6007	-75.1775
70.481	38.0875	-136.0054
106.0084	43.6507	-108.6887
106.7313	43.6914	70.105
-4.1964	143.3763	27.6221
24.561	117.6476	24.1283
-5.3557	42.622	-120.5678
42.7998	82.4615	-1.1516
47.0683	78.606	177.3656
-30.2612	47.8847	-90.996
-62.1271	100.833	152.6907
85.2105	45.1495	-17.3132
84.7894	43.3695	164.3948
-74.3561	93.257	-151.4335
69.5123	37.2689	-115.5561
-147.2067	21.7502	-8.1323
-161.8646	20.0479	-169.6272
31.4227	17.8509	175.14
-0.1713	106.7189	-167.9163
-18.3637	115.0433	53.3183
167.4596	33.1547	-171.6358
-13.4547	97.6999	35.7136
-80.468	111.0495	28.8172
99.5441	91.3797	112.8686
97.7183	95.3807	-64.621
-169.2583	61.4796	-129.1318
-147.1528	47.608	19.5525
-11.5807	109.0063	-172.4688
40.951	138.0475	-167.6313
-13.584	83.5153	171.2772
-13.015	70.171	30.7804
25.718	100.9417	-130.9479
101.9356	41.4103	148.6092
-67.3976	71.9857	-53.3879
-69.1521	159.7623	-8.5422
20.4964	123.9919	-158.6508
1.7567	97.5939	-52.9754
1.9461	93.6103	127.0431
85.8935	121.0814	153.5977
44.851	91.0134	-149.5827
-49.4214	89.9439	15.5773
171.2679	143.2331	167.8196
58.2286	37.2936	-161.9536
-21.852	155.4552	86.289
-134.7232	47.0899	142.2601
171.1135	56.6557	105.8213
112.9341	83.6069	114.0659
-176.8607	80.7318	-89.4996
-57.4408	108.1085	75.0241
-61.1403	110.8419	-104.8034
169.7555	81.2615	1.2914
-34.2457	132.5387	-105.3264
-112.8663	95.3133	34.2632
-166.9751	140.8053	164.5752
-165.1769	144.3632	-13.6077
40.9749	135.6178	176.3053
-138.6164	38.0162	69.8481
-162.3838	37.2812	-33.3484
-160.1714	33.536	146.2544
-64.0567	129.9061	29.4448
82.593	89.2452	139.8623
5.5206	118.0053	128.7928
-167.5127	19.7455	153.4985
-36.1849	88.784	-69.5759
153.4319	89.3699	-153.9435
-89.0339	4.8509	98.0854
-173.5443	164.6477	61.356
177.2228	33.8468	122.8374
-133.204	45.4345	49.664
21.569	140.0441	-144.563
138.6794	68.971	121.4027
178.6677	60.9857	141.2593
-142.2384	150.2244	-146.1583
-126.4741	90.8639	170.3596
106.5614	24.3938	26.3474
176.3601	25.9556	164.9317
108.1104	93.4092	89.6149
98.3486	130.579	-12.6785
114.8343	48.2893	1.9144
-23.4547	117.9555	-171.9122
-14.16	96.6422	25.8857
129.7736	21.826	-146.8828
117.3271	135.3574	178.6374
44.761	83.0349	-121.8352
-165.1362	91.5672	134.777
-56.848	150.5217	131.2474
-79.2694	156.7626	-25.9494
153.5126	148.1606	-136.284
172.8269	65.8182	-173.871
3.8059	116.4783	102.4016
-87.8526	161.9007	126.3665
39.5625	33.3746	-87.5108
-36.4828	116.8252	-67.5407
-81.5559	117.7297	-177.4679
-28.8268	131.3364	-168.6555
-28.9261	132.4503	7.6475
-34.7391	86.4065	-51.8699
82.7544	131.9449	76.3342
-155.2698	35.4206	83.0331
-154.5217	33.5842	-96.4124
31.2279	46.146	-172.3624
-156.3353	128.6576	71.5581
63.1928	112.5296	100.2021
85.2269	38.0069	-47.2439
132.5006	76.8193	129.6787
-57.0014	101.4829	145.3258
-55.4624	104.3258	-38.0019
75.0571	38.8701	-152.4357
-47.9075	33.328	2.6303
-157.5821	34.2198	5.7713
147.5475	119.1944	-18.5441
104.9619	79.3697	76.855
-28.4652	96.7841	-153.8904
113.0634	107.1348	-37.3442
-139.7745	85.2899	-145.9877
169.4294	88.3255	4.412
171.5853	78.5084	-169.5796
-61.4068	75.3447	68.5242
-65.7416	75.7197	-109.3176
-111.7296	33.4605	-129.8815
-107.8711	67.3097	36.7175
-167.8268	57.8605	-63.8616
127.7875	136.9299	47.3442
153.3528	22.0037	-46.7542
167.7812	24.5283	119.2304
-102.6243	134.9523	87.5353
40.8415	129.5798	-72.7317
130.8921	66.5108	-130.4438
62.9007	163.6272	-81.4902
-131.4588	82.8556	137.9735
-144.8156	83.1594	-77.3292
-130.8989	31.0151	-106.4887
-123.9476	32.74	66.1987
-14.3984	115.8091	-92.3232
-12.6786	162.2017	19.3074
-21.1416	159.3376	-168.0427
-11.9522	124.7557	-19.2403
107.7615	62.5406	-157.5386
-176.613	68.8223	-69.9319
-173.9192	67.996	109.0767
26.755	90.9823	13.9853
54.5842	110.5985	-108.5228
-1.0403	109.8398	6.0921
-84.4752	131.7736	-117.7425
84.7842	22.5444	-55.9169
-56.5916	27.4968	-101.1643
27.5987	105.4983	-24.5463
26.6476	102.6477	155.6323
-176.2841	36.6642	-95.8862
-49.8654	107.2316	-154.5584
-124.8913	131.4773	87.6433
-131.6159	133.1328	-96.808
45.3708	123.5284	13.3559
-79.7604	165.6018	22.4873
-142.746	61.4501	-13.3664
-96.561	76.0657	10.0467
-96.9784	73.4591	-169.8436
-56.1022	157.0373	142.8351
42.4569	35.6277	166.8981
40.8962	39.6493	-14.0537
-146.6037	60.8196	125.6401
-144.4005	66.9999	-53.9043
106.4244	84.3506	-130.4134
102.5998	27.2314	-162.3938
56.8079	69.2299	100.7465
52.581	75.4066	-82.189
-66.1772	112.0885	-171.847
-86.8931	72.0365	141.4986
-91.0351	71.5381	-39.1979
-40.2267	22.9102	-18.1339
-127.2486	54.8258	148.6059
-15.654	120.8416	136.7514
69.0365	77.23	-149.0354
70.3048	79.5557	27.8961
81.6652	31.5907	157.2858
78.1657	34.8065	-18.3776
-23.4393	92.3352	12.6319
114.6763	26.0012	-56.2361
116.9894	22.8596	120.4263
38.3109	7.2387	166.7799
47.0877	17.071	99.6787
47.1925	87.4438	0.6654
