rot	tilt	psi
62.4866	125.0863	12.4877
124.8683	44.9067	45.2375
-148.8352	70.6272	164.406
145.8195	42.4916	25.2015
-86.3408	50.2591	176.2038
-84.8784	53.1261	-6.1097
63.395	161.5166	45.1554
-127.9272	73.9236	-71.656
-170.1622	31.6439	160.5805
15.857	60.7579	100.6753
12.2752	62.3249	-76.2105
47.3211	19.9817	152.8195
54.4005	11.9094	100.374
-152.6262	44.4187	153.7047
-154.3038	46.7683	-25.1211
-177.062	90.7263	157.8246
-65.8166	82.062	-147.2705
-61.8616	84.1061	31.8732
144.5529	32.7152	-24.0784
177.4248	26.9157	121.4761
71.2017	67.97	-139.3059
-15.5674	157.7112	21.2917
-18.4344	156.6596	-159.9449
-173.5553	41.5253	-75.6431
-29.6598	25.0842	35.7924
-7.9947	60.4986	153.8052
-12.7184	59.4321	-27.0325
-86.4352	123.7282	127.2866
-87.3214	136.7592	-108.648
126.1895	116.2613	14.8321
125.5997	115.3326	-164.7492
149.8423	77.5323	-165.2634
-37.2753	121.1581	-65.3444
-133.1175	134.3055	174.5376
-159.9689	70.4324	147.1762
-56.5069	25.1061	-38.6696
145.9947	28.7693	-42.7511
150.9535	109.1558	47.403
154.6341	107.8031	-128.2639
72.4982	118.9037	164.354
74.7091	126.1603	1.4623
124.1555	48.8258	50.063
87.325	127.6429	114.0361
-133.5688	104.326	64.8864
-140.0774	49.9842	-36.4671
85.8242	87.362	77.6678
-58.967	66.3349	-24.2736
-57.8249	62.702	153.8278
42.4186	12.7579	74.8379
35.5582	14.1539	-96.5163
83.1606	41.9999	-99.4155
72.3503	133.4442	-2.9429
-62.4387	41.2568	132.0792
-65.3674	43.0168	-45.7486
-17.4872	80.255	131.9455
-55.5117	64.2154	-52.9466
-44.2417	117.1452	95.4866
35.2794	68.6673	-157.1928
179.5787	100.3057	-63.4324
43.0672	108.1594	34.7291
8.4252	42.376	64.5345
10.1714	37.2801	-115.1342
-11.8048	98.3745	-31.9681
-175.6872	109.7531	68.3735
159.8125	10.4428	172.5971
158.0426	13.0558	-5.6697
83.5991	38.6053	133.3956
-174.4115	54.6971	176.4101
-174.6796	57.3251	-3.4401
-150.5096	56.7792	22.6367
-13.1634	88.4403	-161.0363
-142.1078	77.8543	-125.7418
-39.722	107.5716	-51.1064
177.6451	39.8361	-164.3725
83.6618	153.1696	-72.1687
82.5494	87.9454	136.8662
-104.778	169.7611	142.1527
-119.3844	103.7985	-123.3201
16.1977	99.4614	-54.6037
60.0661	22.8837	84.6563
150.5566	45.2035	95.7994
162.0086	38.6881	-100.9422
142.2928	84.4867	92.9523
139.6439	84.5029	-89.6067
-78.2649	33.6266	-146.3274
-73.2216	35.6718	-51.3134
-137.9689	71.8594	81.8098
-94.8808	114.4718	-68.2897
-59.8102	112.5726	-108.7958
26.4743	29.7282	101.2977
58.6567	30.4688	142.7411
71.5802	62.5162	5.4942
105.6107	117.1443	165.6789
103.5747	118.5171	-14.3191
157.3101	130.5745	-175.1904
166.6031	56.184	149.4376
73.6579	88.3759	101.0386
71.5559	90.6262	-79.0213
104.5127	109.2623	-116.8862
107.5308	108.9034	63.2801
74.905	36.4042	36.8724
-25.4817	112.7932	154.923
170.397	123.1907	-177.4845
97.1449	117.6185	-178.398
-167.7997	115.0475	1.3767
-109.8104	60.3024	-154.5607
-71.1897	101.6738	110.2152
95.3301	107.796	-149.8022
98.7232	109.0233	32.1097
-154.8503	36.2532	80.8252
-33.262	25.8995	82.2002
-176.4157	133.1103	-113.835
-8.7031	68.0737	167.5113
-10.9709	70.4138	-10.6298
-128.9726	12.0249	144.0712
66.9563	157.4149	-145.3389
-26.1718	96.4077	-55.654
-23.9524	94.9657	124.566
178.9585	18.4217	95.7439
-120.3833	76.8194	-72.9528
50.2607	116.0605	166.6926
93.7534	29.7189	-97.62
104.7489	31.1582	76.48
152.5308	112.6026	110.0792
8.2656	158.1834	-100.1411
79.9809	51.9782	111.9702
-68.2415	96.9581	74.9022
-26.8	140.7152	-86.6453
-22.6499	140.5476	96.5636
60.0352	73.5667	36.1296
-2.5655	42.7757	-132.4317
140.0254	94.6748	-23.0832
160.2977	35.4748	128.1397
161.1145	81.5366	103.1762
-154.6696	18.7978	134.1539
0.6284	86.7759	176.9554
-109.2033	143.7907	-17.1658
-149.4259	110.1856	98.7388
-2.7952	101.4276	-157.4891
-158.3902	108.6654	80.4678
117.2951	42.7117	42.0669
-99.9783	69.9731	-106.2974
172.9955	7.4939	-43.0897
-178.9204	7.2221	126.7833
-167.2101	74.087	98.6652
-136.074	26.7568	88.716
-101.0636	81.777	133.5387
152.6242	30.4796	154.2677
150.4131	32.8484	-23.85
-100.1044	66.8899	179.7877
-96.9703	67.3466	-0.7279
-77.5091	91.369	88.2243
133.4883	31.6077	-154.3546
127.3309	29.8911	77.9825
120.7733	23.8961	168.5131
-122.5676	15.253	-115.27
-109.7805	16.5613	51.0209
-0.5619	29.3964	-25.1848
-121.8563	76.6965	-111.0545
66.2069	81.2455	-41.9461
159.1057	21.434	157.275
156.4498	23.8657	-20.2733
-57.4907	160.0677	-146.7952
-99.2444	131.3289	128.4823
-100.5524	133.979	-51.3492
120.1668	34.498	-62.324
38.6141	120.6228	-11.5938
-14.9622	110.345	-172.8438
-90.837	47.5617	-178.683
-77.3319	31.8273	46.3485
61.6279	142.7821	39.2134
-114.4167	86.0482	121.4568
-107.9707	142.0192	-152.7787
65.1233	130.408	-153.4326
142.2047	106.0391	74.9296
-113.4426	81.1056	-113.9931
-9.7619	71.7006	6.0661
46.5339	128.4972	-163.869
-108.2041	26.9387	110.5852
-111.0131	27.4552	-62.6974
164.2281	8.9953	144.3069
163.4244	13.9102	-31.5822
68.4697	61.1436	-38.7374
-92.9346	125.8218	-178.5637
-76.3263	114.7786	-53.2079
53.3038	70.29	-166.932
118.863	81.2297	108.3025
70.3698	77.5099	-26.6893
69.8825	161.5706	135.6485
-133.6166	86.2601	-84.3866
116.6422	40.9839	-98.2337
-115.5233	127.3003	-140.1541
-151.6265	68.0429	143.1993
-152.2645	71.0021	-35.1708
39.1634	61.6031	52.1435
35.8347	58.0426	-123.1921
-117.389	90.7127	-91.0156
-145.1351	147.0642	40.6018
-142.1825	142.2001	-140.3278
-102.7112	10.3587	-15.0543
53.3066	67.1787	-10.6944
138.2117	104.6838	-116.9027
129.3627	114.6079	52.7951
-116.4135	66.9964	-112.0445
-24.0565	101.2305	-143.5922
-24.7248	102.6795	31.8752
-50.4468	46.8436	32.279
-47.0303	78.8164	46.7644
-53.8681	74.8212	-128.9772
19.8652	82.5135	-140.0871
-167.6405	58.4109	23.6261
-101.8635	61.9031	3.6155
-37.9007	117.9169	101.0463
64.4892	41.531	-29.7666
-2.5336	131.6997	12.6391
140.3038	27.9765	-136.8702
154.0765	71.2523	38.9511
-112.619	65.8157	6.9724
-133.4695	149.4916	131.5921
61.6437	134.4826	140.5196
170.2016	3.7309	-179.1906
-139.5993	130.7392	116.1158
-139.0591	131.9819	-97.1891
108.4467	9.0804	82.4164
106.7608	127.4087	125.443
174.6651	51.7936	114.9742
136.461	70.2244	147.3403
134.6251	76.1484	-33.5354
-137.9172	22.1214	-11.0422
80.4318	121.5435	63.6832
-46.2241	68.2562	122.8465
-72.9903	115.0988	81.3899
28.5467	134.6853	88.5502
78.7883	44.1449	-93.0474
26.1893	147.114	-11.4643
24.6626	73.7465	-138.2626
163.5261	34.1428	160.3902
-171.7386	23.0383	50.4334
-174.1353	23.1708	-127.1475
-39.0595	124.4966	-123.4778
102.7402	66.8579	-158.6834
-18.4743	111.8571	63.659
11.2759	106.5588	-173.513
-142.9835	157.0231	74.4691
176.0056	73.0512	113.2902
-55.5712	55.2338	12.679
-74.9024	57.7833	-121.7837
-175.0085	114.976	117.8503
-179.7919	114.633	-66.9713
-103.2746	45.9894	51.0093
37.4084	91.3502	-133.3582
167.0123	2.0514	9.9163
127.3479	97.9383	-50.9046
117.9554	119.744	177.8411
68.5758	90.2366	51.1959
87.1608	11.6282	116.4851
-153.9156	100.7576	-178.5699
-154.157	102.1855	5.6008
73.2968	64.8812	122.9521
75.6242	61.9793	-59.185
-169.4671	33.9025	76.8379
-1.3644	95.0302	-169.2335
-137.1458	37.3221	87.9813
61.7551	56.9039	140.7167
-60.2568	121.812	66.5652
-61.9742	3.283	80.2892
170.627	51.8562	23.6519
152.0778	133.2142	-127.8414
162.2127	16.0491	-23.3044
161.447	12.3474	157.0084
139.8422	88.5503	-169.7491
83.5909	117.2032	-18.0974
85.0829	113.2122	164.3362
-66.6524	43.2184	114.3263
-170.4428	10.5284	-121.3867
-126.7566	94.1239	-18.0731
-1.8544	12.1131	-18.6107
148.7435	59.9721	-121.5196
51.7948	89.3532	-116.2943
-65.542	7.1377	24.2361
137.7079	71.0223	158.4974
110.844	70.906	-131.9838
-174.2078	86.8733	-78.7883
64.2135	63.3313	-67.2578
63.7363	57.9428	114.5172
-110.8538	159.7866	-58.361
-101.2056	156.6744	130.1169
55.1466	129.2357	55.6077
65.989	94.0682	-120.0683
102.6685	138.3369	54.9969
70.1991	75.9805	70.4871
-7.5564	104.2328	128.1191
9.3	171.6851	126.3571
-8.5514	165.3892	-76.283
-50.2999	94.2464	92.0706
-9.8943	45.7865	66.714
146.992	76.6698	-54.9963
-11.7211	44.7255	-140.2086
-38.9353	106.6847	-163.3205
-32.9372	106.9173	20.2072
-163.2128	43.5033	-77.5833
-39.5554	28.0835	-135.559
-113.7818	31.6901	-99.3283
-144.3152	65.7412	135.5776
-142.4809	71.4115	-41.3819
-99.6776	124.015	-67.7326
-95.175	121.3521	111.0068
34.6167	10.0267	56.6498
13.1057	120.1227	118.1617
48.1987	73.3378	76.7769
-118.2618	86.1473	-108.9148
155.1392	31.8731	150.2025
-44.4379	66.9868	6.6195
-55.3355	65.6274	-164.822
-137.8634	96.5634	26.004
-138.9674	94.1659	-154.0993
29.3172	92.8766	155.027
-64.488	115.0377	-112.8589
136.3128	160.7176	-49.0232
-151.1955	64.6078	-46.457
-176.9281	32.5012	133.2533
-175.0478	33.5182	-47.6984
-159.6787	4.3886	-130.2971
-160.1143	30.1878	103.6488
-46.9714	122.8397	71.1462
-58.0555	97.9505	85.4224
-61.8886	99.4568	-94.7086
-128.0412	101.5824	-32.6525
74.1824	126.3561	-162.3
32.595	132.0968	93.8541
-123.5469	74.5322	51.2116
178.2407	31.0432	73.8849
-9.2616	153.3101	-25.947
174.6674	79.3682	147.0936
67.9447	105.6705	161.2219
168.7642	101.5585	139.3508
166.6073	99.6288	-44.365
161.6399	141.7512	-8.0825
-68.9633	96.2267	-91.5595
-65.8997	88.1652	91.8426
80.3269	89.571	135.8003
55.8197	106.3312	-154.8946
-33.7718	161.4692	108.4995
57.6582	51.1903	-170.0722
174.9864	70.1434	47.6914
-138.2867	122.6991	163.2515
-22.1012	120.3943	-110.9437
145.2386	144.347	138.9258
35.8664	151.8586	-0.4635
26.932	81.2004	-2.9506
28.9538	81.4898	177.0701
-120.7693	127.8225	94.1002
112.6707	47.3886	-156.4461
73.721	46.1723	62.4924
-133.528	27.6239	22.0261
-144.267	29.2582	-147.6626
-163.0569	140.8693	130.3178
-56.2341	68.0309	-67.9278
41.411	23.7895	-95.1545
-78.0852	167.7991	-72.8026
146.7229	46.0643	-173.2926
129.1348	27.8763	109.8021
136.5402	39.1522	-109.8372
-158.3907	58.8366	-122.8892
-56.9642	71.4119	-95.7429
-136.2824	108.2051	-11.517
-138.7636	105.6758	167.2133
71.6376	136.199	-173.7456
36.5974	111.7386	102.3945
-101.2853	152.5203	-2.626
9.5006	67.6872	-48.4317
-161.0726	51.6864	136.9894
-156.5691	91.1118	-152.1225
10.2557	82.9784	-114.8188
13.805	83.4947	66.1699
-105.7553	82.8963	-176.6196
-164.2004	25.2141	94.4736
-93.9901	85.1423	150.3184
34.7238	76.2997	-144.2546
-176.6838	60.1374	-159.1725
-177.8149	58.2962	21.9061
20.8789	105.9505	-76.5007
104.7809	61.4833	-80.7475
-22.0691	111.5967	19.0674
-157.7296	80.0888	-120.0376
-156.3496	82.4068	55.5327
-67.5585	69.6173	-120.2187
-87.2754	101.8636	147.029
147.8921	25.6503	-40.6089
178.209	62.1537	118.3884
-161.5959	9.758	-135.8672
-142.202	62.2058	104.0671
159.1435	92.6719	-129.5107
164.7038	92.7106	49.3434
-41.8834	133.1389	-125.9442
-38.9301	134.6985	56.1047
-110.215	50.2915	157.7255
50.5704	98.2153	-129.0235
-164.8546	32.8259	140.8939
-164.8546	32.8259	140.8939
147.8386	49.9347	72.9183
-15.1569	92.8378	16.4491
-12.1337	129.4291	90.96
36.8408	63.0377	-33.2177
31.0606	128.167	-120.6042
164.7194	123.5141	8.7951
-105.5322	50.243	-125.8556
133.9514	66.9252	-96.8464
59.8232	62.3411	12.4072
-56.7249	114.9062	-106.278
-31.4131	108.0446	133.2974
130.6484	119.2095	57.8968
150.2528	118.7442	-13.9845
-63.7116	98.7925	-99.9706
-146.5642	68.6744	-141.6126
88.8558	16.3044	-60.8733
-119.6699	53.2908	-24.6668
-159.2129	45.5888	149.4146
-170.6113	73.9537	12.4805
47.0514	155.3847	64.5546
44.6174	151.4478	-117.077
56.9265	88.9157	24.7551
55.4419	88.9101	-155.2167
-118.4966	29.6233	1.914
-116.1419	28.6034	-178.7893
-101.5724	19.8659	21.8517
85.5799	97.346	-110.8359
15.2242	59.9434	156.3958
-6.8999	100.8293	176.3078
-3.8722	103.2174	2.9167
-63.9148	63.6134	42.316
50.8897	103.3564	154.8691
-83.1198	112.3847	-7.5766
-4.8078	119.553	66.9268
111.7561	65.8038	10.9587
117.2396	58.5856	-8.0237
110.6667	53.3948	-174.8784
71.6601	117.5079	-4.9308
64.1466	156.5575	24.7564
-87.5629	41.041	83.6352
-108.7897	42.7351	-7.1598
-0.606	88.3857	-150.8589
-43.3757	172.0889	-64.9882
71.0267	61.5187	160.1046
-160.6891	120.1393	-49.6876
133.1901	36.1015	-161.7841
154.3385	107.5295	22.3429
135.3542	135.8596	-41.0985
148.2492	80.1307	-39.4105
-50.5955	95.2048	36.3791
-51.5535	95.1856	-140.056
123.9635	7.9612	-170.9875
-98.0535	21.0276	76.1563
-104.1884	18.3219	-98.9047
48.6369	132.8717	105.008
66.5644	61.9235	54.2977
-47.0961	63.2613	-149.2352
148.0544	65.8249	-162.0376
81.2786	33.5476	-92.8322
-14.072	28.387	-116.9122
-13.1836	27.1228	63.9083
-44.0722	34.279	108.7026
-113.4773	4.1916	47.8193
-116.5941	73.9018	-98.0191
-42.7512	112.1665	177.2592
-23.4954	99.6383	-177.0923
128.5654	17.473	88.4942
123.5718	17.1085	-88.1439
-102.1662	69.4746	-128.9822
84.9688	22.5492	-67.1883
95.1473	23.4524	101.3083
-20.83	90.6413	104.4374
138.1853	54.1924	19.9182
-16.2831	157.3026	-161.224
-165.8394	58.9594	2.1405
-134.2411	28.7541	-67.6645
85.016	23.6421	-35.0162
-161.8252	142.5709	-48.8689
-162.3001	139.6464	130.5333
-41.6793	20.1559	-74.8984
-110.4759	62.8478	166.5907
116.6017	73.9775	4.371
-150.8097	87.5377	-87.1117
-147.1807	88.2685	91.3487
-47.1731	9.3146	1.2653
-48.7638	4.4623	-178.5808
-143.9364	65.0569	39.3617
57.713	130.1395	-98.6315
-55.9788	108.5451	109.0685
6.6184	62.1241	15.8421
-112.5561	99.9062	-122.3874
-80.7172	145.503	15.6598
171.8747	45.7994	-9.3703
166.849	42.1509	172.5493
-42.5364	80.8158	-174.7848
44.3151	24.7577	-73.1459
-24.6296	119.1865	132.4154
27.849	56.9804	18.057
-179.8239	39.2099	-173.5555
-68.9717	60.3891	-115.5231
-163.2446	114.7671	-19.238
-65.8002	115.0751	137.8801
-69.951	115.7471	-38.2749
13.3725	37.7937	-55.2193
14.8215	33.8712	123.6053
-84.7474	110.4444	-73.0061
46.271	139.7348	-14.0116
99.4673	29.6712	84.833
103.8994	84.3837	146.8249
104.3792	87.6503	-31.7823
-41.4051	61.508	74.6307
-66.8853	135.6779	125.2855
93.4949	103.5026	179.5047
-13.8946	148.3906	14.6566
-20.0907	146.7856	-170.5762
-3.268	96.1077	-20.8943
-0.2028	93.6198	160.1411
-125.0863	68.4612	110.7297
21.3096	112.8854	-25.066
24.5233	111.5574	159.8809
-86.6962	108.2592	-3.4783
73.9346	43.975	-61.419
143.317	32.7307	109.9495
-138.0321	66.1072	77.0735
129.0803	77.0618	132.3174
-101.4858	85.9038	81.515
106.809	117.0762	120.1185
74.5934	96.7355	-172.8055
78.2743	100.6894	9.1597
149.2483	108.7204	-28.1073
169.2903	145.0468	-14.3023
173.5924	144.6412	-177.2707
-179.7565	85.8684	15.1475
161.2383	48.7073	-95.6929
113.571	104.3746	78.3998
128.6883	63.9804	152.2206
-124.3563	46.0279	50.2055
114.5066	23.5085	-142.9237
121.7348	27.4219	27.7304
0.2771	141.271	-85.8322
9.0641	140.1989	101.133
-126.3816	30.7428	95.6669
-43.8315	131.4757	100.1201
-0.4266	53.4815	83.9416
56.4295	99.2423	-58.5314
57.2783	101.0143	123.218
163.9192	66.8927	-112.6043
3.1257	81.6561	154.5845
-66.4814	90.9022	63.2652
-106.6968	111.7124	102.2751
-97.37	102.5967	-162.5461
56.8064	65.038	11.787
53.3608	60.7052	-163.5521
-120.1444	127.9577	-17.7576
-122.8104	124.2178	160.4673
-129.3109	35.3924	49.4533
127.4879	57.7718	-51.714
-22.1527	100.5284	59.4002
-25.5103	101.2587	-121.2345
69.0837	106.6661	-112.31
65.9751	77.723	-25.1279
-15.5173	80.865	95.5369
84.7931	132.8196	129.5641
-146.357	29.7993	62.9032
100.7989	21.1843	-106.3215
8.7463	171.8777	153.9621
-76.9743	55.7318	80.4878
-77.4449	55.0704	-100.2799
63.2809	110.3666	-7.4604
164.8296	26.2908	166.7295
11.1721	85.1204	-117.6236
98.2005	101.071	-174.347
-155.7474	52.201	-77.4264
166.3164	107.0622	166.9808
-130.4468	109.1553	-93.0872
-12.2163	44.5142	128.9794
151.0706	113.5637	177.5111
152.2104	115.6962	-0.6074
-60.5245	99.898	-16.4932
-59.6479	95.302	164.1034
108.4044	26.7026	156.2938
-174.3716	16.1581	-126.5531
-23.1229	72.1606	153.8876
117.9414	121.5066	111.0328
117.9414	121.5066	111.0328
-164.5757	85.7803	132.0691
108.87	26.4618	-139.9998
-108.4539	41.2143	-161.0604
141.682	136.0822	19.0849
-111.9615	79.9702	-83.5677
-106.1503	125.5197	126.3185
-66.2965	75.3126	60.7519
129.1135	12.5131	-31.0339
137.4667	11.5926	139.3898
-73.2368	68.9722	-103.6243
100.7135	117.3528	10.7394
98.8945	115.6406	-171.2951
-69.8103	121.7304	-24.4278
63.2932	129.7099	112.7734
68.4921	120.2321	-6.4226
41.7904	98.6675	-72.3955
-64.8582	132.8883	-107.9025
-57.6465	145.504	42.9734
23.3302	121.6779	-2.4565
-132.2468	138.7241	-156.7343
-44.6741	52.9029	-81.3539
51.3535	19.3673	54.9745
68.4612	71.9947	129.395
66.2976	73.633	-49.9655
103.4445	160.0924	164.6027
75.3188	64.8839	-101.2534
-84.9176	52.76	179.3737
-91.5039	54.0426	3.4265
-59.8617	119.0318	-122.5947
-80.4749	13.0858	99.527
-70.0174	99.5358	44.3142
-26.262	101.0418	-139.9072
-76.376	102.8512	76.684
-76.9479	103.0619	-104.2839
0.6687	106.8907	-119.6392
-111.3046	27.1985	160.0845
102.6219	78.375	-46.3085
104.4943	75.4018	131.8598
175.445	41.1312	129.8561
172.3415	40.8972	-50.8099
36.1164	90.4614	-164.0453
-125.0415	91.8025	-132.4075
-54.9292	86.98	-27.2909
-54.978	84.9614	154.1189
36.7347	99.3207	-42.6015
12.7292	45.1339	176.2456
-171.3798	65.4102	-22.3557
111.979	11.42	90.8149
110.136	67.6983	-111.2537
112.9738	66.6143	63.3273
-63.6421	102.814	151.9
75.9144	73.9612	-31.4689
132.7251	119.5978	-66.7663
-13.7824	163.0508	6.0131
61.3244	81.8064	156.4473
126.19	40.0459	-127.6553
-15.1679	79.1075	-177.2793
-58.5456	14.3676	34.2699
-39.2514	71.0213	-36.2286
145.1183	58.2511	-151.9634
-141.3585	57.0312	52.5617
-129.0653	15.2996	94.7962
-5.8414	121.8293	19.1073
-63.52	148.1438	93.7824
49.9178	60.8863	135.527
179.6795	56.6632	178.8991
61.331	100.5591	155.3369
54.4877	128.3546	117.0274
149.0915	86.4741	-114.717
-64.3306	134.4424	-153.7375
90.3092	72.3161	112.4763
-3.7869	19.9163	82.0368
-63.0754	151.471	-29.5682
-106.879	146.0353	97.1539
171.3578	11.0891	-100.8163
-63.2774	75.5053	-94.0088
147.6589	91.7837	78.2926
141.7994	97.0258	-100.2225
101.6863	60.6174	76.0184
-169.649	99.1651	26.2329
-76.8899	136.6138	134.6947
-80.8661	135.0657	-46.5581
71.2051	46.983	-54.627
34.7618	61.7237	127.5449
22.8571	59.4956	-47.5178
-115.2779	101.8948	-89.0069
120.4729	109.8798	-69.7528
-154.328	121.9086	14.9589
170.6929	48.9866	-33.4689
-26.0792	62.7714	-12.5873
-25.7053	58.9749	168.6377
97.2514	35.3744	121.5472
90.4525	36.8445	-55.146
-122.8262	164.5323	-43.1642
-69.3757	90.6648	130.3393
-72.7142	94.0026	-50.0897
-61.7266	88.5557	-21.1483
121.8099	103.6504	-175.3245
32.9113	109.0307	-179.3786
-50.9417	91.5186	-167.3755
-115.4016	63.2966	-69.7042
-111.4014	63.4227	128.4307
-162.3596	69.8644	154.1282
-161.4032	79.7103	-48.5961
-20.4767	117.2683	142.8536
-159.9284	138.8578	97.1415
-137.9263	25.6061	109.7115
-55.4544	52.5349	51.8713
84.3448	36.8696	-67.0992
87.7055	33.7649	111.6618
83.6795	68.4026	109.7718
-14.6054	157.04	124.7722
132.9155	81.7874	-26.3694
134.4206	78.1497	154.7752
64.6098	99.3578	49.7089
65.7868	96.6453	-132.0025
46.1603	77.8288	-39.0657
-10.5235	109.2489	32.379
29.5656	159.0639	-3.1278
-17.2321	100.1446	-135.5492
-153.5315	61.9119	-36.8033
98.0694	106.9324	-57.4927
-48.0072	106.572	56.2718
109.8044	41.7502	108.6738
154.2098	89.5452	-80.6634
53.0318	32.5283	-148.5514
163.7521	82.792	-35.9706
-18.0146	123.0944	-34.9577
-16.3976	119.3483	147.1971
97.291	81.0143	-146.4125
-103.8452	56.8264	-0.8791
121.6125	23.0652	-143.0652
110.9128	47.8373	76.851
61.8441	93.5764	-160.639
-150.5534	65.2774	46.8608
-74.0126	35.2756	28.0661
-72.1202	30.6641	-153.5228
55.4715	72.3991	122.6924
54.6178	75.7453	-59.8863
-81.4674	78.7864	-23.2738
-163.9781	26.0853	68.303
-54.6345	77.9531	174.9041
126.8181	78.2915	-33.1633
103.3284	50.8916	-14.9032
114.5683	108.2771	70.0013
113.5236	102.3222	-113.0493
-142.8356	44.2179	133.4492
-152.2121	112.9874	125.2679
-155.0622	100.4489	164.662
53.1365	70.3031	85.9849
17.8883	74.4228	80.65
31.5136	40.0012	162.8439
18.8941	59.3025	-116.5114
-128.9131	22.0856	-17.0899
-126.2519	19.6245	157.6093
109.9359	80.4445	-176.0656
-108.9974	118.9165	149.4874
-100.9063	109.4927	0.8761
0.1247	139.3264	-21.2523
-15.7992	155.1569	63.0227
45.8629	169.9412	88.7727
-41.7859	125.841	26.4891
124.8732	40.08	-24.7616
-89.8314	15.327	169.8542
70.8003	117.2649	176.8467
47.5806	117.3779	-3.4163
-86.2185	102.4845	105.2246
-109.891	67.7728	-55.2044
121.7986	91.6171	132.1008
120.3254	97.7792	-44.4228
-148.3592	37.4283	55.9672
-161.9667	36.2135	-156.1094
-107.9045	67.5166	49.0082
-169.0784	80.6682	-146.6275
169.4213	65.2547	91.5987
-51.4396	71.2833	-133.4213
-156.3141	69.2607	-100.2849
114.6344	169.6677	-40.0342
150.6933	35.7237	-82.4689
88.8031	105.8547	-95.7029
169.8888	92.7029	138.5596
-64.3333	101.8909	76.4803
-65.1292	103.9754	-103.8938
-46.5234	57.4443	72.6552
-86.3841	82.1792	-28.962
157.1503	61.3427	-71.1825
-119.9054	29.8176	122.1965
-125.2778	32.2994	-54.6064
113.4984	142.5505	125.6867
97.223	122.4907	-99.5095
174.2206	101.0765	-131.0986
3.7012	60.4606	-108.927
-34.5136	127.7299	-172.6279
-104.7521	18.7527	121.8836
-124.1156	55.7475	-4.2824
-37.9518	27.2831	171.9694
-116.8119	37.4279	100.6422
-121.8375	39.526	-76.2425
-0.6613	30.5796	-73.2152
6.469	29.0835	98.9813
-116.2275	8.677	151.3435
7.8936	126.4366	41.1191
9.0464	126.7253	-139.1328
117.0395	138.5427	-29.7649
125.491	119.1015	-41.6026
-40.8743	135.4803	-105.9778
-95.3641	85.189	75.2719
126.9893	93.4555	96.2857
21.8912	119.231	143.7704
-146.1418	44.587	-142.7483
163.1898	141.0264	-156.9503
146.2905	36.7471	-146.4025
132.0294	41.41	-9.2575
-65.9893	66.6012	117.8463
-68.5965	67.6821	-66.7672
-107.6193	149.8126	-38.475
54.5953	95.6731	-103.2609
-91.7006	93.7109	-127.0139
177.2363	102.3627	47.3963
73.1231	72.4761	90.4147
92.8433	53.3936	-80.5865
-39.4475	73.0006	-47.3396
-106.7371	81.3239	104.1646
39.9939	122.2579	117.2013
-34.2068	133.2457	-143.9419
-5.3577	90.046	122.9606
-11.4899	92.0937	-58.3661
83.2076	57.4051	159.5388
82.0763	59.8594	-19.8723
-74.9537	93.0731	-169.2959
-74.9537	93.0731	-169.2959
-36.2306	100.1471	112.4098
174.1722	136.857	-166.7675
-95.6434	127.6266	-114.0867
9.9927	50.2533	65.1799
30.4433	56.9178	-124.9579
-15.5085	125.9621	-161.9907
24.9951	144.9172	-174.4761
142.6452	27.5742	21.1527
162.3677	57.77	-133.4247
-70.6865	51.0902	-7.4264
132.8165	111.4972	2.6064
79.4401	91.8853	-18.9309
77.0209	50.1746	38.4465
85.9788	32.1941	-109.133
41.3192	88.8747	-13.7356
19.8858	151.1722	61.2947
78.3934	100.5728	151.0969
-161.938	26.3629	105.4076
156.9082	61.5272	70.2802
-15.8377	121.3767	-109.555
-21.6533	62.526	158.895
105.2704	7.0282	-132.3936
-33.51	86.7903	114.9504
-16.8867	113.1676	80.0922
50.9088	116.6979	-10.0341
-33.7095	97.2557	91.8614
144.2175	163.9074	-88.1441
-24.8297	109.1661	93.3038
178.7677	102.2132	113.3316
111.9156	79.4077	85.2748
13.1641	117.4286	96.3035
30.0784	102.8173	-91.2934
-173.2543	49.2178	-74.4949
-170.1903	140.6719	48.7141
134.6033	106.271	142.2347
169.0331	46.0775	3.576
167.1656	42.91	-173.6845
53.5828	100.0026	0.712
101.9862	119.5921	-167.8613
-79.0694	127.32	-38.4286
175.1984	45.1441	37.5916
-26.4952	113.7099	-172.6623
1.1078	21.3106	-98.9397
176.0195	100.9806	-83.9652
49.2579	108.5363	-98.0279
-170.6416	83.651	-164.7596
96.6629	70.7834	92.7215
25.4336	101.6119	-123.2284
-134.5113	39.3678	-78.7605
151.6902	110.1285	-174.3209
153.6772	114.144	6.8777
35.1532	11.7152	119.0987
119.8341	37.6884	-129.0468
-68.1938	63.7593	-67.7855
-16.6145	80.8242	-112.715
-14.1816	81.9062	66.9196
77.013	105.8476	109.7521
126.5513	145.1551	-47.0846
-146.6347	159.3182	139.6207
-159.4654	157.9131	-50.066
-57.8278	134.2447	116.963
177.9321	57.8932	164.3119
-51.545	96.3411	-135.795
75.8679	51.4313	-56.4223
-30.41	44.3973	8.252
-29.3025	42.4721	-173.9588
-26.9576	161.7959	-23.2607
-170.6671	153.2933	-29.9004
-29.9104	60.7505	103.7924
105.3451	66.1276	117.9106
18.8529	104.075	89.6556
-160.3717	36.4105	-135.808
110.5678	150.0794	128.2286
